Date,1 yr versus 3 mo,2 yr vs 3 mo,5 yr vs 2 yr,10 yr vs 2 yr,10 yr vs 3 mo
3/12/2014,0.07,0.32,1.22,2.36,2.68
3/11/2014,0.08,0.32,1.25,2.4,2.72
3/10/2014,0.07,0.32,1.27,2.42,2.74
3/7/2014,0.07,0.32,1.27,2.42,2.74
3/6/2014,0.07,0.32,1.2,2.37,2.69
3/5/2014,0.07,0.27,1.21,2.37,2.64
3/4/2014,0.07,0.28,1.21,2.37,2.65
3/3/2014,0.07,0.27,1.14,2.28,2.55
2/28/2014,0.07,0.28,1.18,2.33,2.61
2/27/2014,0.07,0.29,1.16,2.32,2.61
2/26/2014,0.06,0.28,1.17,2.34,2.62
2/25/2014,0.06,0.29,1.19,2.36,2.65
2/24/2014,0.06,0.3,1.22,2.4,2.7
2/21/2014,0.07,0.28,1.23,2.4,2.68
2/20/2014,0.07,0.29,1.23,2.42,2.71
2/19/2014,0.05,0.27,1.2,2.4,2.67
2/18/2014,0.07,0.26,1.19,2.4,2.66
2/14/2014,0.09,0.3,1.21,2.43,2.73
2/13/2014,0.09,0.29,1.19,2.41,2.7
2/12/2014,0.07,0.3,1.24,2.45,2.75
2/11/2014,0.07,0.3,1.19,2.4,2.7
2/10/2014,0.05,0.25,1.16,2.38,2.63
2/7/2014,0.04,0.22,1.17,2.41,2.63
2/6/2014,0.06,0.26,1.19,2.4,2.66
2/5/2014,0.05,0.25,1.18,2.38,2.63
2/4/2014,0.06,0.25,1.15,2.33,2.58
2/3/2014,0.06,0.25,1.14,2.31,2.56
1/31/2014,0.08,0.32,1.15,2.33,2.65
1/30/2014,0.08,0.34,1.19,2.36,2.7
1/29/2014,0.07,0.32,1.16,2.33,2.65
1/28/2014,0.06,0.33,1.21,2.39,2.72
1/27/2014,0.06,0.32,1.24,2.41,2.73
1/24/2014,0.07,0.33,1.21,2.38,2.71
1/23/2014,0.07,0.35,1.23,2.4,2.75
1/22/2014,0.07,0.4,1.28,2.43,2.83
1/21/2014,0.08,0.36,1.27,2.45,2.81
1/17/2014,0.06,0.35,1.24,2.44,2.79
1/16/2014,0.07,0.37,1.25,2.45,2.82
1/15/2014,0.09,0.37,1.27,2.49,2.86
1/14/2014,0.07,0.35,1.26,2.49,2.84
1/13/2014,0.08,0.36,1.21,2.45,2.81
1/10/2014,0.07,0.34,1.25,2.49,2.83
1/9/2014,0.09,0.4,1.31,2.53,2.93
1/8/2014,0.08,0.38,1.34,2.58,2.96
1/7/2014,0.09,0.36,1.29,2.56,2.92
1/6/2014,0.07,0.35,1.3,2.58,2.93
1/3/2014,0.06,0.34,1.32,2.6,2.94
1/2/2014,0.06,0.32,1.33,2.61,2.93
12/31/2013,0.06,0.31,1.37,2.66,2.97
12/30/2013,0.06,0.32,1.32,2.6,2.92
12/27/2013,0.05,0.33,1.34,2.62,2.95
12/26/2013,0.06,0.35,1.32,2.58,2.93
12/24/2013,0.07,0.31,1.35,2.61,2.92
12/23/2013,0.07,0.31,1.3,2.56,2.87
12/20/2013,0.06,0.3,1.29,2.52,2.82
12/19/2013,0.07,0.29,1.28,2.59,2.88
12/18/2013,0.06,0.25,1.23,2.57,2.82
12/17/2013,0.07,0.27,1.18,2.51,2.78
12/16/2013,0.06,0.27,1.21,2.55,2.82
12/13/2013,0.07,0.27,1.21,2.54,2.81
12/12/2013,0.07,0.27,1.21,2.55,2.82
12/11/2013,0.06,0.24,1.19,2.55,2.79
12/10/2013,0.07,0.23,1.16,2.51,2.74
12/9/2013,0.06,0.23,1.2,2.56,2.79
12/6/2013,0.07,0.24,1.21,2.58,2.82
12/5/2013,0.07,0.24,1.19,2.58,2.82
12/4/2013,0.08,0.24,1.15,2.54,2.78
12/3/2013,0.07,0.22,1.12,2.51,2.73
12/2/2013,0.08,0.25,1.13,2.51,2.76
11/29/2013,0.07,0.22,1.09,2.47,2.69
11/27/2013,0.06,0.21,1.08,2.46,2.67
11/26/2013,0.06,0.22,1.05,2.42,2.64
11/25/2013,0.06,0.22,1.07,2.44,2.66
11/22/2013,0.05,0.24,1.06,2.44,2.68
11/21/2013,0.05,0.22,1.09,2.5,2.72
11/20/2013,0.04,0.2,1.11,2.52,2.72
11/19/2013,0.06,0.21,1.08,2.42,2.63
11/18/2013,0.04,0.22,1.02,2.36,2.58
11/15/2013,0.05,0.23,1.05,2.4,2.63
11/14/2013,0.05,0.21,1.05,2.4,2.61
11/13/2013,0.05,0.24,1.09,2.43,2.67
11/12/2013,0.05,0.26,1.13,2.46,2.72
11/8/2013,0.06,0.26,1.1,2.45,2.71
11/7/2013,0.06,0.24,1.02,2.34,2.58
11/6/2013,0.06,0.25,1.04,2.37,2.62
11/5/2013,0.05,0.27,1.07,2.37,2.64
11/4/2013,0.04,0.27,1.04,2.31,2.58
11/1/2013,0.06,0.29,1.04,2.32,2.61
10/31/2013,0.06,0.27,1,2.26,2.53
10/30/2013,0.07,0.29,0.97,2.22,2.51
10/29/2013,0.07,0.27,0.98,2.22,2.49
10/28/2013,0.07,0.28,0.99,2.22,2.5
10/25/2013,0.07,0.28,0.98,2.21,2.49
10/24/2013,0.09,0.3,0.99,2.2,2.5
10/23/2013,0.07,0.27,0.99,2.2,2.47
10/22/2013,0.06,0.27,0.99,2.23,2.5
10/21/2013,0.07,0.29,1.05,2.3,2.59
10/18/2013,0.08,0.29,1.02,2.27,2.56
10/17/2013,0.08,0.28,1.02,2.28,2.56
10/16/2013,0.05,0.24,1.07,2.35,2.59
10/15/2013,0.02,0.23,1.08,2.38,2.61
10/11/2013,0.06,0.27,1.07,2.35,2.62
10/10/2013,0.09,0.3,1.09,2.36,2.66
10/9/2013,0.1,0.32,1.06,2.31,2.63
10/8/2013,0.1,0.35,1.03,2.26,2.61
10/7/2013,0.09,0.34,1.04,2.28,2.62
10/4/2013,0.08,0.3,1.08,2.33,2.63
10/3/2013,0.08,0.3,1.03,2.29,2.59
10/2/2013,0.09,0.29,1.07,2.32,2.61
10/1/2013,0.08,0.31,1.09,2.33,2.64
9/30/2013,0.08,0.31,1.06,2.31,2.62
9/27/2013,0.08,0.32,1.06,2.3,2.62
9/26/2013,0.09,0.34,1.09,2.32,2.66
9/25/2013,0.08,0.34,1.05,2.27,2.61
9/24/2013,0.08,0.33,1.09,2.32,2.65
9/23/2013,0.08,0.33,1.13,2.37,2.7
9/20/2013,0.1,0.33,1.16,2.41,2.74
9/19/2013,0.09,0.33,1.15,2.42,2.75
9/18/2013,0.1,0.33,1.09,2.35,2.68
9/17/2013,0.11,0.38,1.23,2.47,2.85
9/16/2013,0.11,0.39,1.24,2.47,2.86
9/13/2013,0.12,0.44,1.26,2.45,2.89
9/12/2013,0.12,0.44,1.27,2.47,2.91
9/11/2013,0.1,0.45,1.25,2.46,2.91
9/10/2013,0.11,0.48,1.28,2.46,2.94
9/9/2013,0.1,0.43,1.26,2.45,2.88
9/6/2013,0.12,0.44,1.31,2.48,2.92
9/5/2013,0.14,0.5,1.33,2.46,2.96
9/4/2013,0.12,0.44,1.28,2.44,2.88
9/3/2013,0.12,0.41,1.25,2.43,2.84
8/30/2013,0.1,0.36,1.23,2.39,2.75
8/29/2013,0.12,0.37,1.21,2.36,2.73
8/28/2013,0.11,0.37,1.22,2.38,2.75
8/27/2013,0.07,0.33,1.18,2.34,2.67
8/26/2013,0.09,0.37,1.2,2.38,2.75
8/23/2013,0.11,0.37,1.26,2.42,2.79
8/22/2013,0.11,0.39,1.29,2.48,2.87
8/21/2013,0.1,0.34,1.26,2.49,2.83
8/20/2013,0.09,0.32,1.21,2.46,2.78
8/19/2013,0.07,0.3,1.27,2.52,2.82
8/16/2013,0.08,0.31,1.24,2.48,2.79
8/15/2013,0.08,0.31,1.18,2.41,2.72
8/14/2013,0.07,0.29,1.14,2.37,2.66
8/13/2013,0.06,0.28,1.15,2.37,2.65
8/12/2013,0.06,0.26,1.07,2.29,2.55
8/9/2013,0.06,0.27,1.04,2.25,2.52
8/8/2013,0.07,0.25,1.06,2.28,2.53
8/7/2013,0.07,0.27,1.06,2.29,2.56
8/6/2013,0.08,0.28,1.07,2.35,2.63
8/5/2013,0.07,0.27,1.07,2.35,2.62
8/2/2013,0.07,0.26,1.06,2.33,2.59
8/1/2013,0.09,0.31,1.14,2.39,2.7
7/31/2013,0.07,0.27,1.07,2.29,2.56
7/30/2013,0.07,0.29,1.06,2.3,2.59
7/29/2013,0.08,0.3,1.04,2.28,2.58
7/26/2013,0.08,0.28,1.05,2.27,2.55
7/25/2013,0.1,0.3,1.06,2.29,2.59
7/24/2013,0.09,0.31,1.06,2.27,2.58
7/23/2013,0.1,0.31,1,2.2,2.51
7/22/2013,0.06,0.28,1,2.18,2.46
7/19/2013,0.08,0.29,0.99,2.18,2.47
7/18/2013,0.08,0.29,1.03,2.24,2.53
7/17/2013,0.08,0.29,1.01,2.2,2.49
7/16/2013,0.07,0.31,1.04,2.21,2.52
7/15/2013,0.07,0.3,1.06,2.23,2.53
7/12/2013,0.08,0.33,1.06,2.24,2.57
7/11/2013,0.09,0.3,1.06,2.26,2.56
7/10/2013,0.09,0.34,1.16,2.32,2.66
7/9/2013,0.1,0.33,1.13,2.28,2.61
7/8/2013,0.09,0.32,1.14,2.28,2.6
7/5/2013,0.11,0.36,1.2,2.33,2.69
7/3/2013,0.09,0.31,1.06,2.16,2.47
7/2/2013,0.11,0.31,1.04,2.14,2.45
7/1/2013,0.11,0.3,1.05,2.16,2.46
6/28/2013,0.11,0.32,1.05,2.16,2.48
6/27/2013,0.09,0.3,1.02,2.13,2.43
6/26/2013,0.1,0.33,1.06,2.16,2.49
6/25/2013,0.11,0.37,1.06,2.17,2.54
6/24/2013,0.1,0.36,1.06,2.15,2.51
6/21/2013,0.08,0.33,1.04,2.14,2.47
6/20/2013,0.09,0.28,0.98,2.08,2.36
6/19/2013,0.08,0.26,0.93,2.02,2.28
6/18/2013,0.08,0.22,0.8,1.93,2.15
6/17/2013,0.08,0.22,0.79,1.92,2.14
6/14/2013,0.08,0.24,0.75,1.85,2.09
6/13/2013,0.09,0.27,0.79,1.87,2.14
6/12/2013,0.09,0.29,0.81,1.91,2.2
6/11/2013,0.09,0.29,0.78,1.86,2.15
6/10/2013,0.09,0.27,0.81,1.9,2.17
6/7/2013,0.1,0.28,0.78,1.85,2.13
6/6/2013,0.09,0.25,0.71,1.78,2.03
6/5/2013,0.09,0.25,0.72,1.8,2.05
6/4/2013,0.1,0.28,0.73,1.82,2.1
6/3/2013,0.09,0.25,0.73,1.83,2.08
5/31/2013,0.1,0.26,0.75,1.86,2.12
5/30/2013,0.09,0.27,0.7,1.82,2.09
5/29/2013,0.09,0.25,0.72,1.83,2.08
5/28/2013,0.08,0.24,0.73,1.86,2.1
5/24/2013,0.08,0.22,0.64,1.75,1.97
5/23/2013,0.07,0.21,0.65,1.76,1.97
5/22/2013,0.07,0.22,0.65,1.77,1.99
5/21/2013,0.08,0.22,0.58,1.68,1.9
5/20/2013,0.07,0.21,0.59,1.71,1.92
5/17/2013,0.08,0.22,0.58,1.69,1.91
5/16/2013,0.09,0.2,0.56,1.64,1.84
5/15/2013,0.08,0.22,0.58,1.68,1.9
5/14/2013,0.07,0.21,0.59,1.7,1.91
5/13/2013,0.08,0.19,0.59,1.68,1.87
5/10/2013,0.07,0.22,0.56,1.64,1.86
5/9/2013,0.07,0.18,0.53,1.59,1.77
5/8/2013,0.07,0.18,0.53,1.59,1.77
5/7/2013,0.06,0.18,0.53,1.6,1.78
5/6/2013,0.07,0.18,0.52,1.58,1.76
5/3/2013,0.06,0.17,0.51,1.56,1.73
5/2/2013,0.06,0.15,0.45,1.46,1.61
5/1/2013,0.05,0.14,0.45,1.46,1.6
4/30/2013,0.06,0.17,0.46,1.48,1.65
4/29/2013,0.07,0.15,0.48,1.5,1.65
4/26/2013,0.07,0.17,0.46,1.48,1.65
4/25/2013,0.07,0.18,0.48,1.51,1.69
4/24/2013,0.07,0.17,0.47,1.5,1.67
4/23/2013,0.07,0.18,0.48,1.51,1.69
4/22/2013,0.07,0.19,0.46,1.48,1.67
4/19/2013,0.07,0.19,0.48,1.49,1.68
4/18/2013,0.07,0.19,0.47,1.48,1.67
4/17/2013,0.07,0.18,0.47,1.49,1.67
4/16/2013,0.07,0.18,0.47,1.51,1.69
4/15/2013,0.06,0.16,0.47,1.5,1.66
4/12/2013,0.05,0.16,0.48,1.53,1.69
4/11/2013,0.05,0.17,0.5,1.58,1.75
4/10/2013,0.05,0.17,0.5,1.6,1.77
4/9/2013,0.07,0.18,0.46,1.54,1.72
4/8/2013,0.06,0.17,0.47,1.52,1.69
4/5/2013,0.06,0.17,0.44,1.48,1.65
4/4/2013,0.06,0.15,0.47,1.56,1.71
4/3/2013,0.07,0.18,0.49,1.59,1.77
4/2/2013,0.07,0.18,0.53,1.63,1.81
4/1/2013,0.06,0.15,0.53,1.63,1.78
3/28/2013,0.07,0.18,0.52,1.62,1.8
3/27/2013,0.05,0.16,0.51,1.62,1.78
3/26/2013,0.07,0.18,0.54,1.67,1.85
3/25/2013,0.06,0.16,0.56,1.69,1.85
3/22/2013,0.07,0.19,0.54,1.67,1.86
3/21/2013,0.07,0.2,0.54,1.68,1.88
3/20/2013,0.08,0.19,0.55,1.7,1.89
3/19/2013,0.08,0.17,0.55,1.68,1.85
3/18/2013,0.08,0.19,0.55,1.7,1.89
3/15/2013,0.05,0.16,0.59,1.76,1.92
3/14/2013,0.05,0.17,0.61,1.77,1.94
3/13/2013,0.06,0.18,0.62,1.77,1.95
3/12/2013,0.05,0.17,0.61,1.76,1.93
3/11/2013,0.05,0.17,0.63,1.8,1.97
3/8/2013,0.05,0.17,0.63,1.79,1.96
3/7/2013,0.05,0.15,0.6,1.75,1.9
3/6/2013,0.05,0.15,0.56,1.7,1.85
3/5/2013,0.07,0.17,0.52,1.65,1.82
3/4/2013,0.05,0.13,0.52,1.64,1.77
3/1/2013,0.05,0.14,0.5,1.61,1.75
2/28/2013,0.06,0.14,0.52,1.64,1.78
2/27/2013,0.06,0.16,0.51,1.64,1.8
2/26/2013,0.03,0.11,0.53,1.63,1.74
2/25/2013,0.04,0.13,0.53,1.63,1.76
2/22/2013,0.03,0.14,0.57,1.7,1.84
2/21/2013,0.03,0.13,0.6,1.73,1.86
2/20/2013,0.05,0.15,0.61,1.75,1.9
2/19/2013,0.05,0.17,0.6,1.74,1.91
2/15/2013,0.07,0.19,0.58,1.72,1.91
2/14/2013,0.05,0.16,0.59,1.73,1.89
2/13/2013,0.05,0.19,0.63,1.76,1.95
2/12/2013,0.05,0.2,0.59,1.73,1.93
2/11/2013,0.06,0.18,0.58,1.72,1.9
2/8/2013,0.07,0.18,0.59,1.74,1.92
2/7/2013,0.08,0.18,0.58,1.74,1.92
2/6/2013,0.08,0.2,0.57,1.73,1.93
2/5/2013,0.08,0.2,0.61,1.77,1.97
2/4/2013,0.08,0.18,0.6,1.75,1.93
2/1/2013,0.09,0.21,0.61,1.77,1.98
1/31/2013,0.08,0.2,0.61,1.75,1.95
1/30/2013,0.08,0.2,0.61,1.76,1.96
1/29/2013,0.08,0.23,0.6,1.73,1.96
1/28/2013,0.09,0.22,0.6,1.71,1.93
1/25/2013,0.07,0.2,0.59,1.7,1.9
1/24/2013,0.07,0.15,0.55,1.65,1.8
1/23/2013,0.07,0.18,0.5,1.6,1.78
1/22/2013,0.06,0.18,0.5,1.6,1.78
1/18/2013,0.06,0.18,0.51,1.61,1.79
1/17/2013,0.07,0.21,0.51,1.61,1.82
1/16/2013,0.06,0.18,0.49,1.58,1.76
1/15/2013,0.05,0.17,0.49,1.6,1.77
1/14/2013,0.06,0.18,0.52,1.63,1.81
1/11/2013,0.07,0.19,0.52,1.63,1.82
1/10/2013,0.08,0.2,0.54,1.65,1.85
1/9/2013,0.07,0.18,0.53,1.64,1.82
1/8/2013,0.07,0.18,0.54,1.64,1.82
1/7/2013,0.08,0.2,0.55,1.65,1.85
1/4/2013,0.08,0.2,0.55,1.66,1.86
1/3/2013,0.07,0.19,0.54,1.65,1.84
1/2/2013,0.07,0.19,0.49,1.59,1.78
12/31/2012,0.11,0.2,0.47,1.53,1.73
12/28/2012,0.14,0.26,0.45,1.46,1.72
12/27/2012,0.07,0.18,0.46,1.48,1.66
12/26/2012,0.07,0.17,0.5,1.51,1.68
12/24/2012,0.1,0.2,0.51,1.53,1.73
12/21/2012,0.09,0.2,0.49,1.51,1.71
12/20/2012,0.09,0.22,0.49,1.53,1.75
12/19/2012,0.1,0.23,0.49,1.54,1.77
12/18/2012,0.1,0.22,0.5,1.56,1.78
12/17/2012,0.08,0.2,0.49,1.53,1.73
12/14/2012,0.09,0.2,0.46,1.48,1.68
12/13/2012,0.08,0.21,0.43,1.47,1.68
12/12/2012,0.07,0.18,0.41,1.47,1.65
12/11/2012,0.08,0.16,0.4,1.42,1.58
12/10/2012,0.09,0.15,0.38,1.39,1.54
12/7/2012,0.09,0.16,0.38,1.39,1.55
12/6/2012,0.08,0.15,0.35,1.34,1.49
12/5/2012,0.08,0.15,0.36,1.35,1.5
12/4/2012,0.08,0.15,0.38,1.37,1.52
12/3/2012,0.08,0.15,0.38,1.38,1.53
11/30/2012,0.1,0.17,0.36,1.37,1.54
11/29/2012,0.09,0.16,0.38,1.37,1.53
11/28/2012,0.08,0.17,0.37,1.36,1.53
11/27/2012,0.08,0.17,0.39,1.37,1.54
11/26/2012,0.07,0.17,0.41,1.39,1.56
11/23/2012,0.09,0.19,0.41,1.41,1.6
11/21/2012,0.07,0.17,0.42,1.42,1.59
11/20/2012,0.08,0.19,0.4,1.39,1.58
11/19/2012,0.07,0.16,0.39,1.36,1.52
11/16/2012,0.1,0.18,0.38,1.34,1.52
11/15/2012,0.09,0.16,0.38,1.34,1.5
11/14/2012,0.08,0.15,0.38,1.34,1.49
11/13/2012,0.07,0.16,0.36,1.32,1.48
11/9/2012,0.09,0.18,0.38,1.34,1.52
11/8/2012,0.1,0.17,0.38,1.35,1.52
11/7/2012,0.08,0.17,0.4,1.41,1.58
11/6/2012,0.09,0.2,0.45,1.48,1.68
11/5/2012,0.08,0.17,0.42,1.44,1.61
11/2/2012,0.1,0.19,0.45,1.47,1.66
11/1/2012,0.09,0.21,0.43,1.45,1.66
10/31/2012,0.07,0.19,0.42,1.42,1.61
10/29/2012,0.04,0.16,0.44,1.44,1.6
10/26/2012,0.07,0.18,0.46,1.48,1.66
10/25/2012,0.08,0.2,0.51,1.55,1.75
10/24/2012,0.07,0.18,0.47,1.51,1.69
10/23/2012,0.07,0.18,0.48,1.5,1.68
10/22/2012,0.09,0.22,0.47,1.51,1.73
10/19/2012,0.08,0.2,0.47,1.49,1.69
10/18/2012,0.08,0.19,0.5,1.57,1.76
10/17/2012,0.07,0.19,0.48,1.53,1.72
10/16/2012,0.09,0.18,0.43,1.48,1.66
10/15/2012,0.08,0.16,0.4,1.43,1.59
10/12/2012,0.07,0.16,0.4,1.42,1.58
10/11/2012,0.08,0.18,0.39,1.42,1.6
10/10/2012,0.08,0.17,0.39,1.45,1.62
10/9/2012,0.08,0.15,0.42,1.49,1.64
10/5/2012,0.07,0.16,0.4,1.48,1.64
10/4/2012,0.08,0.13,0.4,1.47,1.6
10/3/2012,0.07,0.14,0.38,1.41,1.55
10/2/2012,0.07,0.14,0.38,1.41,1.55
10/1/2012,0.08,0.16,0.37,1.39,1.55
9/28/2012,0.07,0.13,0.39,1.42,1.55
9/27/2012,0.07,0.16,0.39,1.41,1.57
9/26/2012,0.06,0.15,0.37,1.38,1.53
9/25/2012,0.07,0.16,0.39,1.43,1.59
9/24/2012,0.07,0.16,0.41,1.47,1.63
9/21/2012,0.07,0.16,0.41,1.5,1.66
9/20/2012,0.07,0.16,0.43,1.53,1.69
9/19/2012,0.07,0.16,0.43,1.52,1.68
9/18/2012,0.08,0.15,0.46,1.57,1.72
9/17/2012,0.07,0.14,0.48,1.6,1.74
9/14/2012,0.07,0.16,0.45,1.61,1.77
9/13/2012,0.07,0.14,0.41,1.51,1.65
9/12/2012,0.08,0.15,0.45,1.52,1.67
9/11/2012,0.08,0.15,0.42,1.45,1.6
9/10/2012,0.08,0.15,0.41,1.43,1.58
9/7/2012,0.07,0.14,0.39,1.42,1.56
9/6/2012,0.07,0.16,0.41,1.41,1.57
9/5/2012,0.06,0.14,0.37,1.35,1.49
9/4/2012,0.06,0.13,0.39,1.36,1.49
8/31/2012,0.07,0.13,0.37,1.35,1.48
8/30/2012,0.07,0.17,0.39,1.36,1.53
8/29/2012,0.06,0.15,0.42,1.39,1.54
8/28/2012,0.08,0.17,0.42,1.37,1.54
8/27/2012,0.07,0.17,0.42,1.37,1.54
8/24/2012,0.09,0.18,0.44,1.4,1.58
8/23/2012,0.08,0.15,0.45,1.42,1.57
8/22/2012,0.08,0.15,0.45,1.45,1.6
8/21/2012,0.09,0.2,0.49,1.49,1.69
8/20/2012,0.08,0.18,0.51,1.53,1.71
8/17/2012,0.11,0.2,0.52,1.52,1.72
8/16/2012,0.11,0.2,0.54,1.54,1.74
8/15/2012,0.1,0.18,0.53,1.53,1.71
8/14/2012,0.08,0.16,0.48,1.46,1.62
8/13/2012,0.08,0.16,0.44,1.38,1.54
8/10/2012,0.08,0.17,0.44,1.38,1.55
8/9/2012,0.09,0.18,0.45,1.4,1.58
8/8/2012,0.08,0.18,0.44,1.39,1.57
8/7/2012,0.08,0.16,0.44,1.39,1.55
8/6/2012,0.06,0.14,0.41,1.35,1.49
8/3/2012,0.07,0.15,0.43,1.36,1.51
8/2/2012,0.08,0.15,0.37,1.27,1.42
8/1/2012,0.07,0.14,0.39,1.32,1.46
7/31/2012,0.05,0.12,0.37,1.28,1.4
7/30/2012,0.07,0.12,0.38,1.3,1.42
7/27/2012,0.06,0.14,0.4,1.33,1.47
7/26/2012,0.07,0.12,0.35,1.22,1.34
7/25/2012,0.07,0.12,0.34,1.21,1.33
7/24/2012,0.08,0.12,0.35,1.22,1.34
7/23/2012,0.07,0.12,0.35,1.25,1.37
7/20/2012,0.08,0.13,0.37,1.27,1.4
7/19/2012,0.08,0.13,0.4,1.32,1.45
7/18/2012,0.09,0.13,0.38,1.3,1.43
7/17/2012,0.08,0.15,0.37,1.28,1.43
7/16/2012,0.08,0.14,0.36,1.26,1.4
7/13/2012,0.1,0.15,0.38,1.27,1.42
7/12/2012,0.1,0.15,0.38,1.25,1.4
7/11/2012,0.1,0.17,0.37,1.27,1.44
7/10/2012,0.11,0.18,0.36,1.26,1.44
7/9/2012,0.11,0.18,0.36,1.26,1.44
7/6/2012,0.12,0.19,0.37,1.3,1.49
7/5/2012,0.11,0.2,0.4,1.34,1.54
7/3/2012,0.12,0.21,0.39,1.35,1.56
7/2/2012,0.11,0.2,0.37,1.31,1.51
6/29/2012,0.12,0.24,0.39,1.34,1.58
6/28/2012,0.13,0.22,0.38,1.29,1.51
6/27/2012,0.12,0.22,0.42,1.34,1.56
6/26/2012,0.11,0.21,0.44,1.35,1.56
6/25/2012,0.09,0.21,0.41,1.32,1.53
6/22/2012,0.1,0.22,0.45,1.38,1.6
6/21/2012,0.1,0.23,0.41,1.31,1.54
6/20/2012,0.11,0.23,0.42,1.33,1.56
6/19/2012,0.09,0.21,0.41,1.34,1.55
6/18/2012,0.08,0.19,0.4,1.3,1.49
6/15/2012,0.09,0.2,0.39,1.31,1.51
6/14/2012,0.07,0.19,0.43,1.34,1.53
6/13/2012,0.08,0.2,0.41,1.31,1.51
6/12/2012,0.09,0.2,0.45,1.37,1.57
6/11/2012,0.09,0.18,0.42,1.33,1.51
6/8/2012,0.1,0.19,0.43,1.37,1.56
6/7/2012,0.09,0.18,0.45,1.39,1.57
6/6/2012,0.09,0.17,0.47,1.4,1.57
6/5/2012,0.1,0.17,0.43,1.32,1.49
6/4/2012,0.1,0.17,0.43,1.28,1.45
6/1/2012,0.1,0.18,0.37,1.22,1.4
5/31/2012,0.11,0.2,0.4,1.32,1.52
5/30/2012,0.12,0.2,0.42,1.36,1.56
5/29/2012,0.11,0.21,0.46,1.44,1.65
5/25/2012,0.11,0.21,0.46,1.45,1.66
5/24/2012,0.11,0.19,0.48,1.48,1.67
5/23/2012,0.11,0.19,0.46,1.45,1.64
5/22/2012,0.12,0.21,0.48,1.49,1.7
5/21/2012,0.12,0.21,0.45,1.45,1.66
5/18/2012,0.12,0.24,0.43,1.39,1.63
5/17/2012,0.1,0.22,0.42,1.38,1.6
5/16/2012,0.1,0.2,0.45,1.46,1.66
5/15/2012,0.1,0.2,0.45,1.47,1.67
5/14/2012,0.09,0.19,0.44,1.49,1.68
5/11/2012,0.08,0.17,0.48,1.57,1.74
5/10/2012,0.08,0.17,0.52,1.62,1.79
5/9/2012,0.09,0.18,0.5,1.6,1.78
5/8/2012,0.09,0.18,0.5,1.61,1.79
5/7/2012,0.08,0.17,0.52,1.65,1.82
5/4/2012,0.11,0.2,0.51,1.64,1.84
5/3/2012,0.1,0.19,0.54,1.68,1.87
5/2/2012,0.1,0.19,0.55,1.69,1.88
5/1/2012,0.1,0.18,0.57,1.71,1.89
4/30/2012,0.1,0.17,0.55,1.68,1.85
4/27/2012,0.1,0.17,0.56,1.7,1.87
4/26/2012,0.09,0.17,0.57,1.72,1.89
4/25/2012,0.09,0.17,0.6,1.75,1.92
4/24/2012,0.09,0.18,0.59,1.73,1.91
4/23/2012,0.09,0.19,0.56,1.69,1.88
4/20/2012,0.1,0.21,0.57,1.7,1.91
4/19/2012,0.1,0.2,0.57,1.71,1.91
4/18/2012,0.11,0.2,0.59,1.73,1.93
4/17/2012,0.1,0.19,0.61,1.76,1.95
4/16/2012,0.1,0.19,0.58,1.73,1.92
4/13/2012,0.08,0.18,0.59,1.75,1.93
4/12/2012,0.09,0.2,0.61,1.79,1.99
4/11/2012,0.09,0.21,0.59,1.75,1.96
4/10/2012,0.1,0.19,0.57,1.73,1.92
4/9/2012,0.1,0.23,0.58,1.74,1.97
4/6/2012,0.12,0.25,0.57,1.75,2
4/5/2012,0.11,0.27,0.66,1.84,2.11
4/4/2012,0.11,0.27,0.7,1.9,2.17
4/3/2012,0.12,0.28,0.74,1.94,2.22
4/2/2012,0.1,0.25,0.7,1.89,2.14
3/30/2012,0.12,0.26,0.71,1.9,2.16
3/29/2012,0.11,0.26,0.68,1.85,2.11
3/28/2012,0.09,0.25,0.71,1.87,2.12
3/27/2012,0.09,0.24,0.71,1.87,2.11
3/26/2012,0.1,0.27,0.73,1.9,2.17
3/23/2012,0.11,0.29,0.73,1.88,2.17
3/22/2012,0.11,0.29,0.76,1.92,2.21
3/21/2012,0.12,0.3,0.76,1.92,2.22
3/20/2012,0.12,0.31,0.81,1.97,2.28
3/19/2012,0.11,0.29,0.81,2,2.29
3/16/2012,0.12,0.28,0.76,1.94,2.22
3/15/2012,0.13,0.29,0.74,1.92,2.21
3/14/2012,0.12,0.31,0.73,1.89,2.2
3/13/2012,0.12,0.27,0.64,1.79,2.06
3/12/2012,0.09,0.24,0.59,1.71,1.95
3/9/2012,0.09,0.24,0.57,1.71,1.95
3/8/2012,0.1,0.24,0.57,1.71,1.95
3/7/2012,0.1,0.22,0.55,1.68,1.9
3/6/2012,0.09,0.22,0.53,1.66,1.88
3/5/2012,0.09,0.23,0.56,1.69,1.92
3/2/2012,0.1,0.21,0.56,1.71,1.92
3/1/2012,0.1,0.22,0.59,1.73,1.95
2/29/2012,0.1,0.22,0.57,1.68,1.9
2/28/2012,0.08,0.2,0.54,1.64,1.84
2/27/2012,0.05,0.18,0.54,1.62,1.8
2/24/2012,0.08,0.21,0.58,1.67,1.88
2/23/2012,0.08,0.22,0.57,1.68,1.9
2/22/2012,0.08,0.2,0.59,1.72,1.92
2/21/2012,0.09,0.23,0.61,1.74,1.97
2/17/2012,0.09,0.2,0.59,1.72,1.92
